Number;Start time in milliseconds;End time in milliseconds;"Text"
1384;6634080;6636240;"[dad] <i>By five he should've stopped</i>
<i>playing with dolls.</i>"
1385;6636320;6638360;"-[mum] <i>It's not a doll.</i>
-If he takes it to your parents,"
1386;6638440;6640640;"I'm going to have to withstand
another lecture from your dad"
1387;6640720;6642440;"-about permissive child-rearing.
-Oh, for God's sake."
1388;6642520.0001;6645680;"No, I'm sorry, look,
I am going to do something about this."
1389;6660400;6661520.0001;"-[door slams]
-[locking]"
1390;6661600;6662920;"[gasps]"
1391;6680800;6681640;"[beeps]"
1392;6700040;6702600;"-[grunts]
-[yells]"
1393;6710080;6710920;"[screams]"
1394;6716520.0001;6717600;"[groans]"
1395;6726480;6727360;"[strains]"
1396;6733200;6734920;"Ah!"
1397;6738640;6742280;"How's that for entertainment,
you psychiatric fuck? Huh?"
1398;6742360;6744520.0001;"Fucked your day up good and proper,
didn't we?"
1399;6744600;6747320;"Huh?
Me and my friend from the future! [laughs]"
1400;6755920;6757320;"[door closes and locks]"
1401;6763480;6764880;"[door closes and locks]"
1402;6771000;6772400;"[door closes and locks]"
1403;6780760;6781600;"Yes."
1404;6782320;6784240;"[laughs] Perfect. Perfect."
1405;6784320;6787360;"OK, so the first thing we need to do
is streamline the project a little."
1406;6787440;6789800;"We can't fit a breeze block
of a book into 48K."
1407;6793480;6795840;"Sorry, mate. Wrong path."
1408;6798000;6799600;"[door opens]"
1409;6803920;6806280;"Oh, and hey,
I'm hiring this sound chip guy next week,"
1410;6806360;6808760;"so music we can take care of.
All in-house."
1411;6808880;6810000;"What do you reckon?"
1412;6811480;6813840;"Oh, and hey,
I'm hiring this sound chip guy next week,"
1413;6813920;6816320;"so music we can take care of.
All in-house."
1414;6816440;6817400;"What do you reckon?"
1415;6819000;6821400;"Oh, and hey,
I'm hiring this sound chip guy next week,"
1416;6821520.0001;6823880;"so music we can take care of.
All in-house."
1417;6824000;6824960;"What do you reckon?"
1418;6826640;6829000;"Oh, and hey,
I'm hiring this sound chip guy next week,"
1419;6829080;6831200;"so music we can take care of.
All in-house."
1420;6831280;6833600;"So, come on.
How do you want to go about this?"
1421;6835320;6838560.0001;"-You're... you're interested?
-That's what I'm saying."
1422;6838640;6841280;"OK, it's July now,
so if we wanna hit Christmas,"
1423;6841360;6843360;"then we'll need the tapes in Smiths
by November."
1424;6844000;6847800;"OK. So here's my proposal.
Come and write it here."
1425;6849000;6850120;"-Here?
-Yeah!"
1426;6850200;6853880;"We'll give you a couple of desks,
set up a small team, just for you."
1427;6854400;6855880;"And of course Col's on hand."
1428;6856560.0001;6857560.0001;"What do you reckon?"
1429;6859200;6861320;"Oh, and hey,
I'm hiring this sound chip guy next week,"
1430;6861400;6863720;"so music we can take care of.
All in-house."
1431;6864440;6866600;"So, come on. What's your answer?"
1432;6870080;6871840;"-No.
-A bit of madness is what you need."
1433;6874480;6877160;"Would you like to talk about your mother?"
1434;6881360;6882760;"[dad] <i>Is everything alright?</i>"
1435;6887320;6890600;"<i>Stefan, I'm worried about you.</i>
<i>You've been stuck in your room for weeks.</i>"
1436;6896920;6897880;"Stefan?"
1437;6898880;6899960;"Will you talk to me?"
1438;6904440;6906720;"Look, I can't help you if you just
sit there and don't speak!"
1439;6909160;6910880;"{\an8}["Relax" playing]"
1440;6910960;6912200;"{\an8}<i>♪ Relax, don't... ♪</i>"
1441;6917120;6918200;"Breakfast?"
1442;6919000;6920680;"-Your Bander-what?
-Bandersnatch."
1443;6920760;6923280;"-It's a "Choose Your Own Adventure" book.
-That bloody hound from next door!"
1444;6923400;6924400;"Be the death of us."
1445;6927000;6928920;"["Here Comes The Rain Again" playing]"
1446;6929000;6932480;"<i>♪ I want to breathe in the open wind ♪</i>"
1447;6932560;6933880;"<i>♪ I want to kiss like... ♪</i>"
1448;6933960;6935880;"We're going to be a hit factory."
1449;6935960;6938920;"Colin Ritman? That's crazy.
I've played all of his games."
1450;6939000;6942080;"State of him, he's made enough
this year to buy a Lamborghini"
1451;6942160;6945440;"and he still smokes roll-ups. [laughs]"
1452;6950600;6951800;"We've met before."
1453;6952800;6954800;"-No.
-We met before."
1454;6954880;6958240;"I told you I'd see you around.
And I was right."
1455;6960800;6962760;"-This is what I'm working on.
-Nohzdyve."
1456;6964080;6964960;"[beeps]"
1457;6967880;6969560;"-Oh, bollocks.
-What's that?"
1458;6969640;6973080;"Buffer error. The eyeball sprites
overshot the video memory."
1459;6973880;6974760;"Yep."
1460;6976040;6977840;"[Carl] Don't worship him,
he's the Thief of Destiny."
1461;6978440;6981440;"-You've read<i> Bandersnatch?</i>
-Jerome F. Davies. Visionary."
1462;6981520;6984000;"Was he that bloke who went cuckoo
and cut his wife's head off?"
1463;6984560;6986240;"That is what people tend to focus on, yes."
1464;6986320;6987840;"Excuse me."
1465;6991440;6994280;"-What's happened?
-I haven't programmed that path yet."
1466;6994800;6996480;"A lot of divergent realities in that book."
1467;6997040;7000640;"It was ahead of its time.
In as much as time exists."
1468;7001840;7005880;"OK. So here's my proposal.
Come and write it here."
1469;7006880;7008840;"-Here?
-We'll give you a couple of desks,"
1470;7008920;7011680;"set up a small team, just for you.
And of course Col's on hand."
1471;7012520;7013480;"What do you reckon?"
1472;7014920;7017200;"Oh, and hey,
I'm hiring this sound chip guy next week,"
1473;7017280;7019520;"so music we can take care of.
All in-house."
1474;7019920;7022400;"So, come on. What's your answer?"
1475;7024040;7025840;"-No.
-Bit of madness is what you need."
1476;7028480;7031160;"Would you like to talk about your mother?"
1477;7034360;7035720;"[dad] <i>Is everything alright?</i>"
1478;7036960;7039160;"Look, I can't help if you just sit there
and don't speak!"
1479;7039240;7040880;"Dad, just fuck off!"
1480;7043240;7045840;"Get your coat. We're going for lunch."
1481;7045920;7050000;"["Making Plans For Nigel" playing]"
1482;7050080;7053160;"-This is Dr. Haynes' place.
-You need to speak to her."
1483;7053560;7057760;"You're under pressure.
You're not sleeping, you're not eating."
1484;7059280;7064600;"I think the healthiest thing to do
is to talk about any concerns you may have"
1485;7064680;7066920;"instead of bottling them up inside."
1486;7072480;7074240;"We've talked about this before.
I'm sure we have."
1487;7074320;7076160;"So just write me the fucking prescription."
1488;7077680;7078920;"Stefan, mate. This is due today."
1489;7079000;7081240;"I just need the weekend.
I know I can add this new path in."
1490;7081320;7084520;"Don't fuck up.
There's a lot riding on this now."
1491;7085960;7089880;"[woman on tv] <i>We exist within</i>
<i>multiple parallel realities at once.</i>"
1492;7089960;7094160;"<i>One reality for each possible course</i>
<i>of action we might take in life.</i>"
1493;7094920;7097160;"<i>Whatever we choose to do</i>
<i>in this existence,</i>"
1494;7097240;7100200;"<i>there’s another one out there</i>
<i>in which we’re doing quite the opposite,</i>"
1495;7100280;7104160;"<i>which renders free will meaningless.</i>
<i>Nothing but an illusion.</i>"
1496;7105280;7107840;"-This is Dr. Haynes' place.
-You need to speak to her."
1497;7107920;7110120;"My head is all over the place.
I'm not in control."
1498;7111040;7113560;"[Thakur]
<i>Stefan, mate, the deadline is today.</i>"
1499;7114880;7115880;"<i>You're not in control.</i>"
1500;7160480;7162360;"-[door slams]
-[locking]"
1501;7242440;7243400;"[beeps]"
1502;7261480;7262360;"[beeps]"
1503;7272360;7273320;"[laughs]"
1504;7273400;7274920;"[gasps]"
1505;7292760;7293760;"[beeps]"
1506;7324080;7324920;"No!"
1507;7328600;7329920;"Who's doing this to me?"
1508;7330560;7332120;"I know there's someone there."
1509;7333880;7335160;"Who's there?"
1510;7335840;7337160;"Who are you?"
1511;7339720;7341560;"Just give me a sign."
1512;7343040;7345480;"Come on. If there's someone there,
just give me a sign."
1513;7345560;7346920;"Will you give me a sign?"
1514;7347480;7350760;"I know there's someone there.
Just give me a fucking sign!"
1515;7354080;7355280;"[beeps]"
1516;7358680;7360040;"I know you've been controlling me."
1517;7360120;7362240;"Stefan, you're ill."
1518;7362320;7365000;"We need to go and see Dr. Haynes
and see if she can help."
1519;7372120;7373200;"<i>Remember, Stefan.</i>"
1520;7373280;7376120;"Any time you need me,
you know the number."
1521;7380440;7382800;"-You heard it here first.
-Get a pen."
1522;7383360;7385480;"If you listen closely,
you can hear the numbers."
1523;7385960;7388480;"-Too?
-Good to be true."
1524;7388960;7390040;"<i>You sound like my dad.</i>"
1525;7390120;7391040;"Oh."
1526;7391840;7392960;"<i>Five.</i>"
1527;7394040;7395440;"You were five years old."
1528;7395520;7399040;"-One for all and all...
-For one."
1529;7399120;7400280;"<i>Remember, Stefan.</i>"
1530;7400360;7403080;"Anytime you need me,
you know the number."
1531;7403680;7407040;"Number? What's the number?"
1532;7407520;7409760;"Two. Oh. Five."
1533;7410400;7411440;"Four, one."
1534;7413200;7414360;"Remember..."
1535;7414960;7418720;"<i>-Two. Oh. Five.</i>
<i>-Four, one.</i>"
1536;7437160;7438520;"[beeping]"
1537;7438600;7440640;"<i>The number you have dialed</i>
<i>has not been recognized.</i>"
1538;7440720;7442480;"<i>Please check and try again.</i>"
1539;7442560;7444120;"<i>The number you have dialed has...</i>"
1540;7454640;7456640;"[labored breathing]"
1541;7483840;7485560;"[dog barks]"
1542;7506880;7510600;"[video game theme plays]"
1543;7516800;7519600;"<i>So Bandersnatch? Yay or nay?</i>"
1544;7519680;7521640;"<i>Well, nothing in the game</i>
<i>is as fascinating</i>"
1545;7521720;7523880;"<i>as its grisly real-life backstory.</i>"
1546;7523960;7526800;"<i>As you know, Leslie, Stefan Butler,</i>
<i>the young man who wrote this,</i>"
1547;7526880;7529200;"<i>had a breakdown</i>
<i>and murdered his own father.</i>"
1548;7529280;7530200;"[woman] <i>Yes, very sad.</i>"
1549;7530280;7532640;"<i>And it seems the code</i>
<i>was never quite finished</i>"
1550;7532720;7534480;"<i>but Tuckersoft</i>
<i>just released the game anyway.</i>"
1551;7534560;7536560;"<i>Which I know isn't a crime</i>
<i>on a par with murder</i>"
1552;7536640;7538440;"<i>but it's still pretty off nonetheless.</i>"
1553;7538520;7540160;"[woman] <i>Quite. So your verdict?</i>"
1554;7540360;7541760;"<i>Two and a half stars out of five.</i>"
1555;7541840;7545480;"<i>It's morbid curiosity value at best.</i>
<i>Must try harder.</i>"
1556;7552720;7554480;"I keep thinking about that morning."
1557;7557440;7558480;"Reliving it."
1558;7560320;7562600;"<i>Rabbit. It was because of Rabbit.</i>"
1559;7562680;7565760;"<i>He was this stupid toy that my mum</i>
<i>had made him when I was born,</i>"
1560;7566880;7568480;"I used to take him everywhere."
1561;7569040;7571880;"I think Dad thought it was sissy
or something."
1562;7574200;7576640;"<i>He and Mum used to</i>
<i>have these rows about it.</i>"
1563;7576720;7579680;"[dad] <i>And by five</i>
<i>he should've stopped playing with dolls.</i>"
1564;7580640;7583080;"<i>I know he took Rabbit away</i>
<i>and hid it somewhere.</i>"
1565;7585040;7589200;"<i>That morning, Mum was going</i>
<i>to visit Granddad and Grandma.</i>"
1566;7589280;7593040;"<i>I was supposed to be going with her,</i>
<i>but I couldn't find Rabbit anywhere.</i>"
1567;7593120;7595080;"<i>I refused to go without him.</i>"
1568;7595160;7596920;"[mum]
Come on, Stefan, we're going to be late."
1569;7597600;7599320;"Are you coming or not?"
1570;7610080;7611040;"No!"
1571;7611880;7614680;"[dad] Come on.
You'll have to catch the 8:45, now."
1572;7616640;7618160;"<i>So I held her up.</i>"
1573;7618760;7622360;"<i>Because of me she had to catch</i>
<i>a later train. Because of me.</i>"
1574;7623880;7626960;"[Haynes] Stefan, how old were you
when this happened?"
1575;7629560;7630400;"Five."
1576;7631800;7633440;"You were five years old."
1577;7634120;7635720;"And you couldn't have known."
1578;7636840;7638000;"Stefan."
1579;7638840;7640720;"You couldn't have known."
1580;7641600;7643480;"[man on TV] <i>The Emergency Services say</i>"
1581;7643560;7649400;"<i>the 8:45 train derailed at high speed</i>
<i>outside Queenstown Road Station.</i>"
1582;7651760;7656680;"<i>As the death toll continues to rise,</i>
<i>transport police have opened an inquiry</i>"
1583;7656760;7659160;"<i>but the cause is not yet clear.</i>"
1584;7662040;7663960;"I fucking hate him for it."
1585;7665680;7667800;"The past is immutable, Stefan."
1586;7669560;7673080;"No matter how painful it is,
we can't change things,"
1587;7673160;7676000;"we can't choose differently,
with hindsight."
1588;7676840;7679080;"And we all have to learn to accept that."
1589;7684080;7687320;"Remember. Any time you need me,
just pick up the phone."
1590;7688000;7689240;"You know the number."
1591;7701920;7702880;"[dad] <i>Stefan?</i>"
1592;7704440;7706160;"Is everything alright?"
1593;7708000;7708880;"[beeps]"
1594;7715200;7716320;"Stefan?"
1595;7717160;7718240;"Will you talk to me?"
1596;7722720;7725000;"Look, I can't help you if you just
sit there and don't speak!"
1597;7726920;7728800;"I keep thinking about that morning."
1598;7731640;7732760;"Reliving it."
1599;7734480;7735400;"<i>Rabbit.</i>"
1600;7735960;7736960;"<i>It was because of Rabbit.</i>"
1601;7737320;7740120;"<i>He was this stupid toy that my mum</i>
<i>had made for me when I was born.</i>"
1602;7741160;7742800;"I used to take him everywhere."
1603;7743440;7746080;"I think Dad thought it was sissy
or something."
1604;7748520;7750960;"<i>He and Mum used to</i>
<i>have these rows about it.</i>"
1605;7751040;7754000;"[dad] <i>And by five</i>
<i>he should've stopped playing with dolls.</i>"
1606;7755000;7757400;"<i>I know he took Rabbit away</i>
<i>and hit it somewhere.</i>"
1607;7759440;7763520;"<i>That morning, Mum was going</i>
<i>to visit Granddad and Grandma.</i>"
1608;7763640;7767040;"<i>I was supposed to be going with her,</i>
<i>but I couldn't find Rabbit anywhere.</i>"
1609;7767360;7769440;"<i>I refused to go without him.</i>"
1610;7769520;7771280;"[mum]
Come on, Stefan, we're going to be late."
1611;7771960;7773640;"Are you coming or not?"
1612;7784440;7785480;"No!"
1613;7786240;7788920;"[dad] Come on.
You'll have to catch the 8:45, now."
1614;7791000;7792440;"<i>So I held her up.</i>"
1615;7793200;7796720;"<i>Because of me she had to catch</i>
<i>a later train. Because of me.</i>"
1616;7798080;7801080;"[Haynes] Stefan, how old were you
when this happened?"
1617;7803960;7804840;"Five."
1618;7806200;7807920;"You were five years old."
1619;7808480;7809960;"And you couldn't have known."
1620;7811160;7812200;"Stefan."
1621;7813160;7815120;"You couldn't have known."
1622;7815680;7821360;"[man on TV] <i>The Emergency Services say</i>
<i>the 8:45 train derailed at high speed</i>"
1623;7821440;7823920;"<i>outside Queenstown Road Station.</i>"
1624;7826160;7831040;"<i>As the death toll continues to rise,</i>
<i>transport police have opened an inquiry</i>"
1625;7831120;7833640;"<i>but the cause is not yet clear.</i>"
1626;7836240;7838160;"I fucking hate him for it."
1627;7840080;7842080;"The past is immutable, Stefan."
1628;7843920;7847200;"No matter how painful it is,
we can't change things,"
1629;7847280;7850160;"we can't choose differently,
with hindsight."
1630;7851040;7853280;"And we all have to learn to accept that."
1631;7858480;7861600;"Remember. Any time you need me,
just pick up the phone."
1632;7862360;7863600;"You know the number."
1633;7868240;7870600;"[electronic music plays]"
1634;7881120;7882640;"[dad] <i>Is everything alright?</i>"
1635;7884480;7885360;"[beeps]"
1636;7886480;7887400;"Stefan?"
